page_id	text	label	Pattern Category
ext_20995	WARNING: System damaged by 12 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_20996	Immediate attention required! Windows detected 2 malicious threats on your device.	1	Rogue Malware
ext_20997	Memory almost full due to junk files. Free up space instantly with TallyPrime.	1	Rogue Malware
ext_20998	Your PC is running slow. Click here to speed it up and delete 10 registry errors.	1	Rogue Malware
ext_20999	Memory almost full due to junk files. Free up space instantly with Quick Heal.	1	Rogue Malware
ext_21000	WARNING: System damaged by 4 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21001	WARNING: System damaged by 11 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21002	Memory almost full due to junk files. Free up space instantly with Microsoft 365.	1	Rogue Malware
ext_21003	Battery is being damaged by background apps. Optimise now with Busy Accounting!	1	Rogue Malware
ext_21004	Immediate attention required! Windows detected 10 malicious threats on your device.	1	Rogue Malware
ext_21005	Flash Player is outdated and unsafe. Update to Zoho Books to keep watching videos.	1	Rogue Malware
ext_21006	Security Alert: Browser hijacked! Download Quick Heal immediately.	1	Rogue Malware
ext_21007	WARNING: System damaged by 5 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21008	ALERT: 15 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21009	CRITICAL UPDATE: Your Amazon Prime Video drivers are out of date. Click to update now.	1	Rogue Malware
ext_21010	Immediate attention required! Windows detected 16 malicious threats on your device.	1	Rogue Malware
ext_21011	Immediate attention required! Windows detected 8 malicious threats on your device.	1	Rogue Malware
ext_21012	ALERT: 11 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21013	Your photos are at risk! 4 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21014	CRITICAL UPDATE: Your Reliance Smart Bazaar drivers are out of date. Click to update now.	1	Rogue Malware
ext_21015	WARNING: System damaged by 8 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21016	System registry errors detected. Clean now with Quick Heal to prevent a crash. [Clean Now]	1	Rogue Malware
ext_21017	Your photos are at risk! 4 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21018	Security Alert: Browser hijacked! Download TallyPrime immediately.	1	Rogue Malware
ext_21019	Flash Player is outdated and unsafe. Update to TallyPrime to keep watching videos.	1	Rogue Malware
ext_21020	Immediate attention required! Windows detected 11 malicious threats on your device.	1	Rogue Malware
ext_21021	System registry errors detected. Clean now with K7 Total Security to prevent a crash. [Clean Now]	1	Rogue Malware
ext_21022	WARNING: System damaged by 7 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21023	CRITICAL UPDATE: Your Fitbit drivers are out of date. Click to update now.	1	Rogue Malware
ext_21024	Memory almost full due to junk files. Free up space instantly with Busy Accounting.	1	Rogue Malware
ext_21025	Suspicious activity on your account. Verify by installing the AJIO security app.	1	Rogue Malware
ext_21026	WARNING: System damaged by 17 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21027	Flash Player is outdated and unsafe. Update to Quick Heal to keep watching videos.	1	Rogue Malware
ext_21028	WARNING: System damaged by 3 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21029	Battery is being damaged by background apps. Optimise now with Zoho Books!	1	Rogue Malware
ext_21030	WARNING: System damaged by 16 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21031	Battery is being damaged by background apps. Optimise now with TallyPrime!	1	Rogue Malware
ext_21032	CRITICAL UPDATE: Your Myntra drivers are out of date. Click to update now.	1	Rogue Malware
ext_21033	Your PC is running slow. Click here to speed it up and delete 12 registry errors.	1	Rogue Malware
ext_21034	Your photos are at risk! 4 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21035	Security Alert: Browser hijacked! Download K7 Total Security immediately.	1	Rogue Malware
ext_21036	Your photos are at risk! 5 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21037	Immediate attention required! Windows detected 14 malicious threats on your device.	1	Rogue Malware
ext_21038	ALERT: 3 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21039	Your photos are at risk! 4 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21040	Immediate attention required! Windows detected 4 malicious threats on your device.	1	Rogue Malware
ext_21041	ALERT: 5 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21042	Your photos are at risk! 5 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21043	ALERT: 7 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21044	ALERT: 5 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21045	CRITICAL UPDATE: Your Hostinger drivers are out of date. Click to update now.	1	Rogue Malware
ext_21046	Your PC is running slow. Click here to speed it up and delete 13 registry errors.	1	Rogue Malware
ext_21047	Suspicious activity on your account. Verify by installing the Myntra security app.	1	Rogue Malware
ext_21048	Your PC is running slow. Click here to speed it up and delete 5 registry errors.	1	Rogue Malware
ext_21049	Flash Player is outdated and unsafe. Update to K7 Total Security to keep watching videos.	1	Rogue Malware
ext_21050	CRITICAL UPDATE: Your AJIO drivers are out of date. Click to update now.	1	Rogue Malware
ext_21051	Suspicious activity on your account. Verify by installing the Hostinger security app.	1	Rogue Malware
ext_21052	ALERT: 14 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21053	ALERT: 4 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21054	ALERT: 6 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21055	Your photos are at risk! 14 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21056	Your photos are at risk! 12 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21057	CRITICAL UPDATE: Your Croma drivers are out of date. Click to update now.	1	Rogue Malware
ext_21058	Suspicious activity on your account. Verify by installing the IndiaMART security app.	1	Rogue Malware
ext_21059	ALERT: 2 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21060	CRITICAL UPDATE: Your Amazon drivers are out of date. Click to update now.	1	Rogue Malware
ext_21061	Suspicious activity on your account. Verify by installing the Tata CLiQ security app.	1	Rogue Malware
ext_21062	Suspicious activity on your account. Verify by installing the Snapdeal security app.	1	Rogue Malware
ext_21063	Suspicious activity on your account. Verify by installing the Google Drive security app.	1	Rogue Malware
ext_21064	Your photos are at risk! 9 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21065	ALERT: 15 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21066	Flash Player is outdated and unsafe. Update to Busy Accounting to keep watching videos.	1	Rogue Malware
ext_21067	Your device may be at risk! Install Busy Accounting to stay protected. [Install]	1	Rogue Malware
ext_21068	Your PC is running slow. Click here to speed it up and delete 17 registry errors.	1	Rogue Malware
ext_21069	Your photos are at risk! 15 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21070	CRITICAL UPDATE: Your Flipkart drivers are out of date. Click to update now.	1	Rogue Malware
ext_21071	Immediate attention required! Windows detected 7 malicious threats on your device.	1	Rogue Malware
ext_21072	WARNING: System damaged by 2 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21073	Suspicious activity on your account. Verify by installing the Flipkart security app.	1	Rogue Malware
ext_21074	Suspicious activity on your account. Verify by installing the Paytm Money security app.	1	Rogue Malware
ext_21075	Suspicious activity on your account. Verify by installing the Fitbit security app.	1	Rogue Malware
ext_21076	System registry errors detected. Clean now with Microsoft 365 to prevent a crash. [Clean Now]	1	Rogue Malware
ext_21077	ALERT: 13 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21078	Suspicious activity on your account. Verify by installing the Croma security app.	1	Rogue Malware
ext_21079	Your photos are at risk! 7 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21080	Suspicious activity on your account. Verify by installing the MakeMyTrip security app.	1	Rogue Malware
ext_21081	Your photos are at risk! 14 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21082	ALERT: 15 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21083	Your PC is running slow. Click here to speed it up and delete 2 registry errors.	1	Rogue Malware
ext_21084	CRITICAL UPDATE: Your Google Drive drivers are out of date. Click to update now.	1	Rogue Malware
ext_21085	ALERT: 10 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21086	Immediate attention required! Windows detected 5 malicious threats on your device.	1	Rogue Malware
ext_21087	WARNING: System damaged by 15 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21088	Your photos are at risk! 9 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21089	Your PC is running slow. Click here to speed it up and delete 14 registry errors.	1	Rogue Malware
ext_21090	CRITICAL UPDATE: Your BigBasket drivers are out of date. Click to update now.	1	Rogue Malware
ext_21091	Suspicious activity on your account. Verify by installing the Amazon Prime Video security app.	1	Rogue Malware
ext_21092	Your photos are at risk! 5 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21093	ALERT: 4 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21094	CRITICAL UPDATE: Your JioGames drivers are out of date. Click to update now.	1	Rogue Malware
ext_21095	Your photos are at risk! 9 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21096	Your photos are at risk! 16 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21097	CRITICAL UPDATE: Your Meesho drivers are out of date. Click to update now.	1	Rogue Malware
ext_21098	WARNING: System damaged by 14 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21099	Your photos are at risk! 2 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21100	ALERT: 2 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21101	ALERT: 13 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21102	Your device may be at risk! Install Quick Heal to stay protected. [Install]	1	Rogue Malware
ext_21103	ALERT: 17 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21104	Your PC is running slow. Click here to speed it up and delete 6 registry errors.	1	Rogue Malware
ext_21105	Your photos are at risk! 17 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21106	Immediate attention required! Windows detected 13 malicious threats on your device.	1	Rogue Malware
ext_21107	Your photos are at risk! 6 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21108	Suspicious activity on your account. Verify by installing the JioGames security app.	1	Rogue Malware
ext_21109	ALERT: 16 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21110	CRITICAL UPDATE: Your Snapdeal drivers are out of date. Click to update now.	1	Rogue Malware
ext_21111	CRITICAL UPDATE: Your Paytm Money drivers are out of date. Click to update now.	1	Rogue Malware
ext_21112	Your photos are at risk! 7 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21113	ALERT: 17 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21114	Immediate attention required! Windows detected 12 malicious threats on your device.	1	Rogue Malware
ext_21115	ALERT: 2 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21116	ALERT: 12 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21117	Your photos are at risk! 14 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21118	Your photos are at risk! 12 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21119	Your photos are at risk! 4 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21120	Your PC is running slow. Click here to speed it up and delete 16 registry errors.	1	Rogue Malware
ext_21121	ALERT: 10 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21122	WARNING: System damaged by 13 spyware programs! Scan now to clean your disk!	1	Rogue Malware
ext_21123	ALERT: 7 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21124	Your photos are at risk! 2 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21125	ALERT: 2 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21126	CRITICAL UPDATE: Your Tata CLiQ drivers are out of date. Click to update now.	1	Rogue Malware
ext_21127	ALERT: 15 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21128	Your PC is running slow. Click here to speed it up and delete 9 registry errors.	1	Rogue Malware
ext_21129	Your photos are at risk! 11 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21130	Your photos are at risk! 15 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21131	Your photos are at risk! 10 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21132	ALERT: 6 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21133	Your photos are at risk! 8 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21134	Your photos are at risk! 6 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21135	Immediate attention required! Windows detected 6 malicious threats on your device.	1	Rogue Malware
ext_21136	Your photos are at risk! 11 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21137	Your photos are at risk! 9 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21138	ALERT: 6 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21139	Your photos are at risk! 13 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21140	Your photos are at risk! 7 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21141	Immediate attention required! Windows detected 3 malicious threats on your device.	1	Rogue Malware
ext_21142	Your PC is running slow. Click here to speed it up and delete 3 registry errors.	1	Rogue Malware
ext_21143	ALERT: 15 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21144	Your photos are at risk! 14 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21145	Your photos are at risk! 10 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21146	ALERT: 13 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21147	Your photos are at risk! 6 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21148	ALERT: 9 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21149	Your photos are at risk! 10 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21150	ALERT: 7 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21151	ALERT: 8 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21152	Your photos are at risk! 14 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21153	ALERT: 8 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21154	ALERT: 16 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21155	ALERT: 12 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21156	ALERT: 17 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21157	ALERT: 10 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21158	ALERT: 16 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21159	Your photos are at risk! 15 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21160	Your photos are at risk! 13 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21161	Your photos are at risk! 12 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21162	Your photos are at risk! 10 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21163	Your photos are at risk! 10 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21164	Your photos are at risk! 8 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21165	ALERT: 12 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21166	Your photos are at risk! 8 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21167	Your photos are at risk! 7 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21168	ALERT: 12 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21169	Your PC is running slow. Click here to speed it up and delete 15 registry errors.	1	Rogue Malware
ext_21170	Your photos are at risk! 3 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21171	Your photos are at risk! 8 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21172	Suspicious activity on your account. Verify by installing the Meesho security app.	1	Rogue Malware
ext_21173	ALERT: 16 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21174	Your photos are at risk! 7 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21175	ALERT: 9 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21176	ALERT: 12 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21177	Your photos are at risk! 2 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21178	ALERT: 12 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21179	ALERT: 17 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21180	Your photos are at risk! 8 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21181	Your photos are at risk! 6 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21182	Your photos are at risk! 17 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21183	ALERT: 11 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21184	Your photos are at risk! 12 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21185	Your photos are at risk! 9 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21186	Your photos are at risk! 3 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21187	Your photos are at risk! 6 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21188	ALERT: 16 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21189	ALERT: 15 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21190	ALERT: 11 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21191	Your photos are at risk! 2 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21192	Your photos are at risk! 13 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21193	Your photos are at risk! 2 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21194	Your photos are at risk! 11 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21195	ALERT: 7 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21196	ALERT: 14 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21197	Your photos are at risk! 8 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21198	ALERT: 9 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21199	Your photos are at risk! 2 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21200	Your photos are at risk! 13 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21201	Your photos are at risk! 3 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21202	ALERT: 5 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21203	ALERT: 14 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21204	ALERT: 10 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21205	ALERT: 9 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21206	Your photos are at risk! 16 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21207	Your photos are at risk! 11 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21208	Your photos are at risk! 16 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21209	ALERT: 13 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21210	ALERT: 14 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21211	Your photos are at risk! 4 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21212	Your photos are at risk! 11 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21213	ALERT: 5 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21214	ALERT: 11 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21215	Your photos are at risk! 7 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21216	Your photos are at risk! 15 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21217	Your photos are at risk! 15 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21218	Your photos are at risk! 17 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21219	Your photos are at risk! 17 threats detected — secure them with Microsoft 365 now.	1	Rogue Malware
ext_21220	Your photos are at risk! 13 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21221	ALERT: 10 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21222	ALERT: 3 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21223	ALERT: 6 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21224	ALERT: 9 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21225	ALERT: 8 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21226	ALERT: 4 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21227	ALERT: 13 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21228	ALERT: 17 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21229	ALERT: 8 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21230	ALERT: 4 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21231	ALERT: 14 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21232	ALERT: 11 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21233	ALERT: 6 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21234	Your photos are at risk! 11 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21235	Your photos are at risk! 17 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21236	ALERT: 10 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21237	Your photos are at risk! 16 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21238	ALERT: 3 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21239	ALERT: 9 viruses found. Tap to remove them with Busy Accounting before damage spreads.	1	Rogue Malware
ext_21240	Your photos are at risk! 12 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21241	ALERT: 7 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21242	ALERT: 13 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21243	Your photos are at risk! 14 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21244	ALERT: 11 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21245	ALERT: 5 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21246	Your photos are at risk! 10 threats detected — secure them with K7 Total Security now.	1	Rogue Malware
ext_21247	ALERT: 4 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21248	Your photos are at risk! 17 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21249	Your photos are at risk! 13 threats detected — secure them with Busy Accounting now.	1	Rogue Malware
ext_21250	ALERT: 2 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21251	ALERT: 5 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21252	Your photos are at risk! 16 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21253	ALERT: 16 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21254	Your photos are at risk! 6 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21255	ALERT: 17 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21256	ALERT: 7 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21257	Your photos are at risk! 3 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21258	Your photos are at risk! 9 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21259	Your photos are at risk! 5 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21260	Your photos are at risk! 15 threats detected — secure them with TallyPrime now.	1	Rogue Malware
ext_21261	Your photos are at risk! 5 threats detected — secure them with Quick Heal now.	1	Rogue Malware
ext_21262	ALERT: 6 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21263	ALERT: 8 viruses found. Tap to remove them with Microsoft 365 before damage spreads.	1	Rogue Malware
ext_21264	ALERT: 3 viruses found. Tap to remove them with K7 Total Security before damage spreads.	1	Rogue Malware
ext_21265	ALERT: 2 viruses found. Tap to remove them with Zoho Books before damage spreads.	1	Rogue Malware
ext_21266	ALERT: 14 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21267	ALERT: 8 viruses found. Tap to remove them with TallyPrime before damage spreads.	1	Rogue Malware
ext_21268	Your photos are at risk! 3 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21269	Your photos are at risk! 5 threats detected — secure them with Zoho Books now.	1	Rogue Malware
ext_21270	ALERT: 3 viruses found. Tap to remove them with Quick Heal before damage spreads.	1	Rogue Malware
ext_21271	A donation of ₹1 has been added to support local charities.	1	Basket Sneaking
ext_21272	Extended warranty (2 years) automatically added to your smartwatch.	1	Basket Sneaking
ext_21273	Extended warranty (2 years) automatically added to your sneakers.	1	Basket Sneaking
ext_21274	Tip for your delivery partner ₹10 added automatically. Tap to remove.	1	Basket Sneaking
ext_21275	Add Flipkart membership for only ₹30.00 (pre-selected for you).	1	Basket Sneaking
ext_21276	Round up to the nearest ₹10 and donate the difference (pre-selected).	1	Basket Sneaking
ext_21277	Give to Underprivileged Musicians (₹10 per ticket) — added by default.	1	Basket Sneaking
ext_21278	Tip for your delivery partner ₹2 added automatically. Tap to remove.	1	Basket Sneaking
ext_21279	loss protection included by default (₹5.00). Uncheck to remove.	1	Basket Sneaking
ext_21280	Support loss protection — ₹25.00 added to your cart.	1	Basket Sneaking
ext_21281	Support installation support — ₹25.00 added to your cart.	1	Basket Sneaking
ext_21282	Cart updated: shipping protection (+₹10.00) selected on your behalf.	1	Basket Sneaking
ext_21283	Adding damage cover (₹10.00) to protect your bluetooth speaker.	1	Basket Sneaking
ext_21284	Extended warranty (2 years) automatically added to your backpack.	1	Basket Sneaking
ext_21285	We added loss protection to your basket so your phone case arrives safely (+₹10.00).	1	Basket Sneaking
ext_21286	Cart updated: extended warranty (+₹25.00) selected on your behalf.	1	Basket Sneaking
