page_id,text,label,Pattern Category,clean_text,urgency_kw_count,scarcity_kw_count,shame_phrase_flag,cancel_diff_score,social_proof_flag,price_drip_flag,discount_claim_flag,neg_option_flag,exclamation_count,question_count,number_present,time_reference_flag
448,I don't want a discount,1,Confirm Shaming,i dont want a discount,0,0,0,0,0,0,1,0,0,0,0,0
1149,Healthy Diet,0,Not a Dark Pattern,healthy diet,0,0,0,0,0,0,0,0,0,0,0,0
317,"No, thanks. I don't like great deals.",1,Trick Question,no thanks i dont like great deal,0,0,0,0,0,0,1,0,0,0,0,0
53,"Someone in Paris, France just purchased a Kanpeki Knife Set",1,Disguised Advertisement,someone in paris france just purchased a kanpeki knife set,0,0,0,0,1,0,0,0,0,0,0,0
1026,WWE New Arrivals,0,Not a Dark Pattern,wwe new arrival,0,0,0,0,0,0,0,0,0,0,0,0
1759,"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",0,Not a Dark Pattern,alpha brain is a dietary supplement that help support cognitive function including memory mental speed and focus,0,0,0,0,0,0,0,0,0,0,0,0
46,"Someone in Ampang, Malaysia just bought",1,Disguised Advertisement,someone in ampang malaysia just bought,0,0,0,0,0,0,0,0,0,0,0,0
271,"Trey in Columbia, United States purchased Leather Cord Capsule",1,Disguised Advertisement,trey in columbia united state purchased leather cord capsule,0,0,0,0,0,0,0,0,0,0,0,0
1803,"THE COMPETITION $1,299.99",1,Interface Interference,the competition,0,0,0,0,0,0,0,0,0,0,1,0
1658,Hurry Low Stock,1,False Urgency,hurry low stock,1,1,0,0,0,0,0,0,0,0,0,0
715,Items will be reserved in your cart for 19:10,1,False Urgency,item will be reserved in your cart for,0,0,0,0,0,0,0,0,0,0,1,0
246,1 people are viewing this currently,1,Disguised Advertisement,people are viewing this currently,0,0,0,0,1,0,0,0,0,0,1,0
319,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",1,Confirm Shaming,no thanks ill skip this amazing supersaver deal i dont need so many beautiful texture,0,0,1,0,0,0,1,0,0,0,0,0
907,SAA Oil & Acrylic Brushes,0,Not a Dark Pattern,saa oil acrylic brush,0,0,0,0,0,0,0,0,0,0,0,0
1291,"1 left, order now!",1,False Urgency,left order now !,0,0,0,0,0,0,0,0,1,0,1,0
825,Vacation One Shoulder Loosen Long Sleeve Woven Dress,0,Not a Dark Pattern,vacation one shoulder loosen long sleeve woven dress,0,0,0,0,0,0,0,0,0,0,0,0
1428,Lip Balms & Treatments,0,Not a Dark Pattern,lip balm treatment,0,0,0,0,0,0,0,0,0,0,0,0
864,Price Guaranteed For DAYS/HRS/MINS/SECS,1,False Urgency,price guaranteed for dayshrsminssecs,0,0,0,0,0,0,0,0,0,0,0,1
1051,Other Applications,0,Not a Dark Pattern,other application,0,0,0,0,0,0,0,0,0,0,0,0
662,High Gable Sheds,0,Not a Dark Pattern,high gable shed,0,0,0,0,0,0,0,0,0,0,0,0
861,Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,0,Not a Dark Pattern,wondering where to buy white cloud product in the u ? our distributor list is growing ! bookmark our list and stay tuned !,0,0,0,0,0,0,0,0,2,1,0,0
188,Products,0,Not a Dark Pattern,product,0,0,0,0,0,0,0,0,0,0,0,0
1469,Dressmakers Mannequins,0,Not a Dark Pattern,dressmaker mannequin,0,0,0,0,0,0,0,0,0,0,0,0
725,Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,1,False Urgency,wait ! your cart qualifies for off your entire order offer expires in,1,0,0,0,0,0,1,0,1,0,1,0
431,"No thanks, I will pay full price.",1,Confirm Shaming,no thanks i will pay full price,0,0,1,0,0,0,0,0,0,0,0,0
680,Air Purifying Plants,0,Not a Dark Pattern,air purifying plant,0,0,0,0,0,0,0,0,0,0,0,0
1536,All Little Boys Clothing,0,Not a Dark Pattern,all little boy clothing,0,0,0,0,0,0,0,0,0,0,0,0
4,Our Story,0,Not a Dark Pattern,our story,0,0,0,0,0,0,0,0,0,0,0,0
1488,History Of The NRA,0,Not a Dark Pattern,history of the nra,0,0,0,0,0,0,0,0,0,0,0,0
708,25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,1,False Urgency,off end in day hr min sec,1,0,0,0,0,0,1,0,0,0,1,1
133,Start SellingSearchWishlistAccountCartCart,0,Not a Dark Pattern,start sellingsearchwishlistaccountcartcart,0,0,0,0,0,0,0,0,0,0,0,0
30,61 people have already bought that product today with 50% discount,1,Disguised Advertisement,people have already bought that product today with discount,0,0,0,0,1,0,1,0,0,0,1,1
155,89 currently viewing,1,Disguised Advertisement,currently viewing,0,0,0,0,0,0,0,0,0,0,1,0
754,Used Leica Cameras,0,Not a Dark Pattern,used leica camera,0,0,0,0,0,0,0,0,0,0,0,0
183,Purchased 8 times in the last few days.,1,Disguised Advertisement,purchased time in the last few day,0,0,0,0,0,0,0,0,0,0,1,1
123,"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",1,Disguised Advertisement,jonathan in syracuse united state just bought electric skateboard battery pack v sp hour ago,0,0,0,0,0,0,0,0,0,0,1,1
1658,View All Bearings,0,Not a Dark Pattern,view all bearing,0,0,0,0,0,0,0,0,0,0,0,0
1101,Low in stock: only 1 left.,1,False Urgency,low in stock only left,0,1,0,0,0,0,0,0,0,0,1,0
1241,American Diamond Earrings,0,Not a Dark Pattern,american diamond earring,0,0,0,0,0,0,0,0,0,0,0,0
300,cm in,0,Not a Dark Pattern,cm in,0,0,0,0,0,0,0,0,0,0,0,0
1715,Personalize your doll,1,Interface Interference,personalize your doll,0,0,0,0,0,0,0,0,0,0,0,0
1158,sales@scandinavianoutdoor.com,0,Not a Dark Pattern,salesscandinavianoutdoorcom,0,0,0,0,0,0,0,0,0,0,0,0
216,Searching...,0,Not a Dark Pattern,searching,0,0,0,0,0,0,0,0,0,0,0,0
1260,Flat Iron,0,Not a Dark Pattern,flat iron,0,0,0,0,0,0,0,0,0,0,0,0
5,You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,0,Not a Dark Pattern,you can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump !,0,0,0,0,0,0,0,0,1,0,0,1
1606,Availability: 5 items left,1,False Urgency,availability item left,0,0,0,0,0,0,0,0,0,0,1,0
306,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",1,Disguised Advertisement,someone from osijek croatia just bought tmc cp style single pistol pouch,0,0,0,0,0,0,0,0,0,0,0,0
907,View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only,0,Not a Dark Pattern,view product view saa standard membership renewal creditdebit card one year only,0,0,0,0,0,0,0,0,0,0,0,1
1509,The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,0,Not a Dark Pattern,the world fair trade organization label guarantee that people tree follows fair trade best practice in our organisation,0,0,0,0,0,0,0,0,0,0,0,0
25,Packed with Super Citrimax,0,Not a Dark Pattern,packed with super citrimax,0,0,0,0,0,0,0,0,0,0,0,0
394,"No thanks, I don't want to look my best",1,Confirm Shaming,no thanks i dont want to look my best,0,0,1,0,0,0,0,0,0,0,0,0
1468,"Check your orders, in-store quotes & more",0,Not a Dark Pattern,check your order instore quote more,0,0,0,0,0,0,0,0,0,0,0,0
1550,Thermostats,0,Not a Dark Pattern,thermostat,0,0,0,0,0,0,0,0,0,0,0,0
350,"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media.",0,Not a Dark Pattern,want more inspiration and styling tip ? dive into the southern edit southern tide lifestyle blog and follow u on social medium,0,0,0,0,0,0,0,0,0,1,0,0
1367,The Wizard of Oz,0,Not a Dark Pattern,the wizard of oz,0,0,0,0,0,0,0,0,0,0,0,0
1463,"ONLY 5 LEFT, ORDER SOON!",1,False Urgency,only left order soon !,0,1,0,0,0,0,0,0,1,0,1,1
198,Prices shown for delivery to JAPAN Change delivery country,0,Not a Dark Pattern,price shown for delivery to japan change delivery country,0,0,0,0,0,0,0,0,0,0,0,0
833,Barbour International,0,Not a Dark Pattern,barbour international,0,0,0,0,0,0,0,0,0,0,0,0
1100,70% offers claimed. Hurry up!,1,False Urgency,offer claimed hurry up !,1,0,0,0,0,0,1,0,1,0,1,0
638,M-Class Remotes,0,Not a Dark Pattern,mclass remote,0,0,0,0,0,0,0,0,0,0,0,0
954,"Sorry, this is out of stock. You just missed it.",1,False Urgency,sorry this is out of stock you just missed it,0,0,0,0,0,0,0,0,0,0,0,0
580,Your order is reserved for 19:57 minutes.,1,False Urgency,your order is reserved for minute,0,0,0,0,0,0,0,0,0,0,1,1
822,Clearance Optic Accessories Deals,0,Not a Dark Pattern,clearance optic accessory deal,0,0,0,0,0,0,1,0,0,0,0,0
1363,Hurry! Limited Quantity Available.,1,False Urgency,hurry ! limited quantity available,1,0,0,0,0,0,0,0,1,0,0,0
1797,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,1,Confirm Shaming,i wish to start shopping but i dont want to receive daily email alert about your amazing discount on luxury brand,0,0,0,0,0,0,1,0,0,0,0,0
81,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1,Disguised Advertisement,jessica in orange united state purchased a black s sequin maxi flapper dress minute ago,0,0,0,0,1,0,0,0,0,0,1,1
1009,Highline Double Wheel Bag,0,Not a Dark Pattern,highline double wheel bag,0,0,0,0,0,0,0,0,0,0,0,0
680,Soft Toys,0,Not a Dark Pattern,soft toy,0,0,0,0,0,0,0,0,0,0,0,0
960,"ONCE IT'S GONE, IT'S GONE",1,False Urgency,once it gone it gone,0,0,0,0,0,0,0,0,0,0,0,0
66,Lease to Own conditions,0,Not a Dark Pattern,lease to own condition,0,0,0,0,0,0,0,0,0,0,0,0
1018,Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),1,False Urgency,full hd hz ip antiglare x free upgrade limited time offer !,1,0,0,0,0,0,1,0,1,0,1,0
546,EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,1,False Urgency,extra off with code extra end in day hour min sec,1,0,0,0,0,0,1,0,0,0,1,1
714,Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,0,Not a Dark Pattern,elegant a line short sleeve satin bateau floorlength mother of the bride dress with ribbon,0,0,0,0,0,0,0,0,0,0,0,0
991,Tidal Waves Collection,0,Not a Dark Pattern,tidal wave collection,0,0,0,0,0,0,0,0,0,0,0,0
260,POPULAR 62 others checked this out in the last few hours.,1,Disguised Advertisement,popular others checked this out in the last few hour,0,0,0,0,0,0,0,0,0,0,1,1
1466,Trowels & Putty Knife,0,Not a Dark Pattern,trowel putty knife,0,0,0,0,0,0,0,0,0,0,0,0
1139,Gifts By Price,0,Not a Dark Pattern,gift by price,0,0,0,0,0,0,0,0,0,0,0,0
447,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",1,Confirm Shaming,no thanks ! id rather join the pay full price for thing club,0,0,1,0,0,0,0,0,1,0,0,0
1736,PopWallet+ Refine by Product Type: PopWallet+,0,Not a Dark Pattern,popwallet refine by product type popwallet,0,0,0,0,0,0,0,0,0,0,0,0
767,FootwearHome & Office,0,Not a Dark Pattern,footwearhome office,0,0,0,0,0,0,0,0,0,0,0,0
841,Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,1,False Urgency,get off sample door ! offer end in use promo code sampleoff,1,0,0,0,0,0,1,0,1,0,1,0
1693,HURRY! ONLY 11 LEFT IN STOCK.,1,False Urgency,hurry ! only left in stock,1,1,0,0,0,0,0,0,1,0,1,0
200,Hurry up! 22 people other than you have this product in their cart,1,Disguised Advertisement,hurry up ! people other than you have this product in their cart,1,0,0,0,1,0,0,0,1,0,1,0
1590,family,0,Not a Dark Pattern,family,0,0,0,0,0,0,0,0,0,0,0,0
573,Kinky Curly Wigs,0,Not a Dark Pattern,kinky curly wig,0,0,0,0,0,0,0,0,0,0,0,0
117,Devices,0,Not a Dark Pattern,device,0,0,0,0,0,0,0,0,0,0,0,0
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Drip Pricing,merchandise iservice charge total before tax estimated taxorder total,0,0,0,0,0,1,0,0,0,0,1,0
1351,Digital Device Covers,0,Not a Dark Pattern,digital device cover,0,0,0,0,0,0,0,0,0,0,0,0
1536,Pleated Skirts,0,Not a Dark Pattern,pleated skirt,0,0,0,0,0,0,0,0,0,0,0,0
1667,beautifully written prose,0,Not a Dark Pattern,beautifully written prose,0,0,0,0,0,0,0,0,0,0,0,0
690,4 days 05:46:20,1,False Urgency,day,0,0,0,0,0,0,0,0,0,0,1,1
247,Corporate Responsibility Report,0,Not a Dark Pattern,corporate responsibility report,0,0,0,0,0,0,0,0,0,0,0,0
1272,手錶 / Watches,0,Not a Dark Pattern,watch,0,0,0,0,0,0,0,0,0,0,0,0
1134,Only 69 left!,1,False Urgency,only left !,0,1,0,0,0,0,0,0,1,0,1,0
297,52 people have added this product to bag in the last 72 hours,1,Disguised Advertisement,people have added this product to bag in the last hour,0,0,0,0,1,0,0,0,0,0,1,1
211,156 sold in last 24 hours,1,Disguised Advertisement,sold in last hour,0,0,0,0,0,0,0,0,0,0,1,1
638,BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE,0,Not a Dark Pattern,broken remote ? fix it yourself and save huge,0,0,0,0,0,0,0,0,0,1,0,0
707,Offer ends 0Hours:04Minutes:46Seconds,1,False Urgency,offer end hoursminutesseconds,0,0,0,0,0,0,1,0,0,0,1,1
306,COMBAT GEARHot,0,Not a Dark Pattern,combat gearhot,0,0,0,0,0,0,0,0,0,0,0,0
32,"1,446 people have viewed this item",1,Disguised Advertisement,people have viewed this item,0,0,0,0,1,0,0,0,0,0,1,0
763,Order in 14:53 to get 2 pillows for free,1,False Urgency,order in to get pillow for free,0,0,0,0,0,0,0,0,0,0,1,0
1536,Grey Jewelry,0,Not a Dark Pattern,grey jewelry,0,0,0,0,0,0,0,0,0,0,0,0
25,Select shake flavor:,0,Not a Dark Pattern,select shake flavor,0,0,0,0,0,0,0,0,0,0,0,0
1002,ON SALE AT $1.99 FOR A LIMITED TIME,1,False Urgency,on sale at for a limited time,1,0,0,0,0,0,0,0,0,0,1,0
1009,Submitted by Fermin Larracilla Pérez,0,Not a Dark Pattern,submitted by fermin larracilla prez,0,0,0,0,0,0,0,0,0,0,0,0
353,Polycarbonate,0,Not a Dark Pattern,polycarbonate,0,0,0,0,0,0,0,0,0,0,0,0
246,Browse by A-Z,0,Not a Dark Pattern,browse by az,0,0,0,0,0,0,0,0,0,0,0,0
1351,Other Snacks,0,Not a Dark Pattern,other snack,0,0,0,0,0,0,0,0,0,0,0,0
1365,Less than 6 items left,1,False Urgency,less than item left,0,0,0,0,0,0,0,0,0,0,1,0
14,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",1,Disguised Advertisement,ken in oakland united state purchased a dreamville hoodie a month ago,0,0,0,0,1,0,0,0,0,0,0,1
149,Other Promotions,0,Not a Dark Pattern,other promotion,0,0,0,0,0,0,0,0,0,0,0,0
1026,Recommended,0,Not a Dark Pattern,recommended,0,0,0,0,0,0,0,0,0,0,0,0
93,17 people have added this item to cart,1,Disguised Advertisement,people have added this item to cart,0,0,0,0,1,0,0,0,0,0,1,0
1044,Free Shipping. Limited Time Only. for orders over $50,1,False Urgency,free shipping limited time only for order over,1,0,0,0,0,0,0,0,0,0,1,0
790,Set SALE Into Summer,0,Not a Dark Pattern,set sale into summer,0,0,0,0,0,0,0,0,0,0,0,0
1197,IZZY MIDI DRESS Ivory,0,Not a Dark Pattern,izzy midi dress ivory,0,0,0,0,0,0,0,0,0,0,0,0
1736,Gold Refine by Color: Gold,0,Not a Dark Pattern,gold refine by color gold,0,0,0,0,0,0,0,0,0,0,0,0
1381,View All Homeware,0,Not a Dark Pattern,view all homeware,0,0,0,0,0,0,0,0,0,0,0,0
1053,Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,1,False Urgency,site wide saving for the entire family ! pricing is off rogans shoe every day low price ! price are already reflected on the site limited time only ! restriction apply online only,1,0,0,0,0,0,0,0,3,0,0,1
581,00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,1,False Urgency,day hour minute second,0,0,0,0,0,0,0,0,0,0,1,1
984,Explore more styles from this printspiration,0,Not a Dark Pattern,explore more style from this printspiration,0,0,0,0,0,0,0,0,0,0,0,0
1194,1 LEFT IN THIS SIZE,1,False Urgency,left in this size,0,0,0,0,0,0,0,0,0,0,1,0
1469,"Sponges, Mitts & Bath Brushes",0,Not a Dark Pattern,sponge mitt bath brush,0,0,0,0,0,0,0,0,0,0,0,0
1317,Crystal Lotus Sriyantras,0,Not a Dark Pattern,crystal lotus sriyantras,0,0,0,0,0,0,0,0,0,0,0,0
747,Other CollectiblesPhotos,0,Not a Dark Pattern,other collectiblesphotos,0,0,0,0,0,0,0,0,0,0,0,0
530,Need a Hand?,0,Not a Dark Pattern,need a hand ?,0,0,0,0,0,0,0,0,0,1,0,0
1678,Hurry !! Only 52 left in stock,1,False Urgency,hurry ! ! only left in stock,1,1,0,0,0,0,0,0,2,0,1,0
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Basket Sneaking,free day vip trial membership with this order cancel anytime,0,0,0,0,0,0,0,0,0,0,1,1
887,Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.,1,Subscription Trap,purchase benefit club member can cancel the purchase benefit at any time by calling mdgs customer service department at ext and requesting to cancel the purchase benefit,0,0,0,2,0,0,0,0,0,0,1,0
1333,lego harry potter,0,Not a Dark Pattern,lego harry potter,0,0,0,0,0,0,0,0,0,0,0,0
776,Most of our orders are from repeat customers.,0,Not a Dark Pattern,most of our order are from repeat customer,0,0,0,0,0,0,0,0,0,0,0,0
667,New In Bottoms,0,Not a Dark Pattern,new in bottom,0,0,0,0,0,0,0,0,0,0,0,0
1735,Want to add one of these?,1,Trick Question,want to add one of these ?,0,0,0,0,0,0,0,0,0,1,0,0
713,Base Layer & Thermals,0,Not a Dark Pattern,base layer thermal,0,0,0,0,0,0,0,0,0,0,0,0
1722,FANSTASTIC DEALS,1,Interface Interference,fanstastic deal,0,0,0,0,0,0,1,0,0,0,0,0
52,"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",1,Disguised Advertisement,alyssa in san antonio united state purchased a itunes japan gift card jpy about minute ago,0,0,0,0,1,0,0,0,0,0,1,1
1667,'Keeper of Lost Things',0,Not a Dark Pattern,keeper of lost thing,0,0,0,0,0,0,0,0,0,0,0,0
1737,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,1,Interface Interference,glassguard warranty do not fear breaking your glass ! add our glassguard warranty policy for just and well insure this purchase,0,0,0,0,0,0,0,0,1,0,1,0
1304,Hair Care Remedies,0,Not a Dark Pattern,hair care remedy,0,0,0,0,0,0,0,0,0,0,0,0
1385,In Stock (8) Left,1,False Urgency,in stock left,0,0,0,0,0,0,0,0,0,0,1,0
919,Paul Henry,0,Not a Dark Pattern,paul henry,0,0,0,0,0,0,0,0,0,0,0,0
767,Cincinnati Bengals T-Shirts,0,Not a Dark Pattern,cincinnati bengal tshirts,0,0,0,0,0,0,0,0,0,0,0,0
803,Compare Products,0,Not a Dark Pattern,compare product,0,0,0,0,0,0,0,0,0,0,0,0
714,Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,0,Not a Dark Pattern,sexy a line short sleeve sequin offtheshoulder floorlength mother of the bride dress with split front,0,0,0,0,0,0,0,0,0,0,0,0
907,"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",0,Not a Dark Pattern,fancy some creative inspiration news and offer ? sign up for saa enewsletters today,0,0,0,0,0,0,1,0,0,1,0,1
212,Sports Bras,0,Not a Dark Pattern,sport bra,0,0,0,0,0,0,0,0,0,0,0,0
243,Purchased 100+ times in the last few days.,1,Disguised Advertisement,purchased time in the last few day,0,0,0,0,0,0,0,0,0,0,1,1
991,Accessibly App features,0,Not a Dark Pattern,accessibly app feature,0,0,0,0,0,0,0,0,0,0,0,0
822,Scarves & Snoods,0,Not a Dark Pattern,scarf snood,0,0,0,0,0,0,0,0,0,0,0,0
624,Your cart is reserved for 14:05 minutes!,1,False Urgency,your cart is reserved for minute !,0,0,0,0,0,0,0,0,1,0,1,1
350,OH SHIP! Looks like that page wasn't found,0,Not a Dark Pattern,oh ship ! look like that page wasnt found,0,0,0,0,0,0,0,0,1,0,0,0
1594,In Stock Only 5 left!,1,False Urgency,in stock only left !,0,1,0,0,0,0,0,0,1,0,1,0
1550,Exotic Bird Food,0,Not a Dark Pattern,exotic bird food,0,0,0,0,0,0,0,0,0,0,0,0
970,AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,1,False Urgency,an item in your cart is selling out quickly,0,0,0,0,0,0,0,0,0,0,0,0
1469,iPhones,0,Not a Dark Pattern,iphones,0,0,0,0,0,0,0,0,0,0,0,0
191,Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,0,Not a Dark Pattern,either because were updating the site or because someone spilled coffee on it again well be back just a soon a we finish the update or clean up the coffee,0,0,0,0,0,0,0,0,0,0,0,1
1241,Hurry Up! Only 1 Piece Left,1,False Urgency,hurry up ! only piece left,1,0,0,0,0,0,0,0,1,0,1,0
979,LIMITED OFFER: $125 Off + 2 Free Pillows,1,False Urgency,limited offer off free pillow,0,0,0,0,0,0,1,0,0,0,1,0
1788,Want Free Shipping?,1,Trick Question,want free shipping ?,0,0,0,0,0,0,0,0,0,1,0,0
622,Summer Simple Breathable Socks,0,Not a Dark Pattern,summer simple breathable sock,0,0,0,0,0,0,0,0,0,0,0,0
1618,Sellout risk:,1,False Urgency,sellout risk,0,0,0,0,0,0,0,0,0,0,0,0
4,Value of Product,0,Not a Dark Pattern,value of product,0,0,0,0,0,0,0,0,0,0,0,0
537,00DAYS07HOURS09MINUTES39SECONDS,1,False Urgency,dayshoursminutesseconds,0,0,0,0,0,0,0,0,0,0,1,1
299,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,1,Disguised Advertisement,someone from purchased a holees original lady ii navy about hour ago,0,0,0,0,1,0,0,0,0,0,1,1
907,Mountboard,0,Not a Dark Pattern,mountboard,0,0,0,0,0,0,0,0,0,0,0,0
1343,Graduations,0,Not a Dark Pattern,graduation,0,0,0,0,0,0,0,0,0,0,0,0
117,Light powerful.,0,Not a Dark Pattern,light powerful,0,0,0,0,0,0,0,0,0,0,0,0
1402,Availability: Low Stock 4 Remaining,1,False Urgency,availability low stock remaining,0,2,0,0,0,0,0,0,0,0,1,0
264,Viewed 744 times today,1,Disguised Advertisement,viewed time today,0,0,0,0,0,0,0,0,0,0,1,1
287,1044 sold in past 12 months,1,Disguised Advertisement,sold in past month,0,0,0,0,0,0,0,0,0,0,1,1
1536,Cropped Jeans,0,Not a Dark Pattern,cropped jean,0,0,0,0,0,0,0,0,0,0,0,0
47,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,1,Disguised Advertisement,user bought this product touch the set touch xl touchup makeup mirror bundle,0,0,0,0,0,0,0,0,0,0,1,0
222,"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",1,Disguised Advertisement,someone in joliet illinois purchased a yocan evolve plus xl vaporizer,0,0,0,0,1,0,0,0,0,0,0,0
1488,Jeanne E. Bray Memorial Scholarship,0,Not a Dark Pattern,jeanne e bray memorial scholarship,0,0,0,0,0,0,0,0,0,0,0,0
117,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",1,Disguised Advertisement,samuel in minneapolis united state purchased a pod juice jewel mint cool nicotine salt eliquid ml hour ago,0,0,0,0,1,0,0,0,0,0,1,1
991,Boardshorts,0,Not a Dark Pattern,boardshorts,0,0,0,0,0,0,0,0,0,0,0,0
837,"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.",0,Not a Dark Pattern,the site wa easy to navigate i havent received my shoe yet but overall a good experience,0,0,0,0,0,0,0,0,0,0,0,0
198,Cheaney,0,Not a Dark Pattern,cheaney,0,0,0,0,0,0,0,0,0,0,0,0
4,≡ Filter Reviews Clicking on the following button will update the content below,0,Not a Dark Pattern,filter review clicking on the following button will update the content below,0,0,0,0,0,0,0,0,0,0,0,0
1044,Arthritis Aids,0,Not a Dark Pattern,arthritis aid,0,0,0,0,0,0,0,0,0,0,0,0
822,Camo Shirts & T Shirts,0,Not a Dark Pattern,camo shirt t shirt,0,0,0,0,0,0,0,0,0,0,0,0
963,SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,1,False Urgency,selling fast ! get off this item activate now,0,1,0,0,0,0,1,0,1,0,1,0
1330,TRE by Natalie Ratabesi,0,Not a Dark Pattern,tre by natalie ratabesi,0,0,0,0,0,0,0,0,0,0,0,0
1658,"Sign Up To Our Newsletter To Receive News, Offers And Promotions.",0,Not a Dark Pattern,sign up to our newsletter to receive news offer and promotion,0,0,0,0,0,0,1,0,0,0,0,0
29,"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",1,Disguised Advertisement,someone from cape town western cape south africa just started buying packable travel duffel bag ! minute ago,0,0,0,0,0,0,0,0,1,0,1,1
747,Offer ends in 9hrs 55min 29sec!,1,False Urgency,offer end in hr min sec !,1,0,0,0,0,0,1,0,1,0,1,0
1001,(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,1,False Urgency,limited time offer torsion gun holster super combo,1,0,0,0,0,0,1,0,0,0,0,0
1056,Sale By Category,0,Not a Dark Pattern,sale by category,0,0,0,0,0,0,0,0,0,0,0,0
1446,Floral Cross Stitch & Embroidery Kits,0,Not a Dark Pattern,floral cross stitch embroidery kit,0,0,0,0,0,0,0,0,0,0,0,0
920,Your AccountTrack Your OrdersJoin Celebrations Passport,0,Not a Dark Pattern,your accounttrack your ordersjoin celebration passport,0,0,0,0,0,0,0,0,0,0,0,0
822,Dog Whistles & Lanyards,0,Not a Dark Pattern,dog whistle lanyard,0,0,0,0,0,0,0,0,0,0,0,0
176,1 people bought Jotter To Do Refill in the last few hours,1,Disguised Advertisement,people bought jotter to do refill in the last few hour,0,0,0,0,1,0,0,0,0,0,1,1
158,Other people want this. 10 people have this in their cart right now.,1,Disguised Advertisement,other people want this people have this in their cart right now,0,0,0,0,1,0,0,0,0,0,1,0
1654,Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information,0,Not a Dark Pattern,term of use privacy policy do not sell my personal information request my personal information,0,0,0,0,0,0,0,0,0,0,0,0
1304,Colors,0,Not a Dark Pattern,color,0,0,0,0,0,0,0,0,0,0,0,0
833,Manage Consent Preferences,0,Not a Dark Pattern,manage consent preference,0,0,0,0,0,0,0,0,0,0,0,0
680,Select Occasion close,0,Not a Dark Pattern,select occasion close,0,0,0,0,0,0,0,0,0,0,0,0
115,1 person is looking at this item.,1,Disguised Advertisement,person is looking at this item,0,0,0,0,0,0,0,0,0,0,1,0
997,LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,1,False Urgency,limited time offer ! free shipping over free return,1,0,0,0,0,0,1,0,1,0,1,0
